episode_id,scene,seed,method,budget,snapshot_count,eligible_instances,recalled_instances,tcobr,continuous_boundary_utility,critical_boundary_hq_coverage,critical_region_psnr_db,full_psnr_db,full_ssim,mean_charged_bytes,mean_utilization,mean_roi_area_ratio
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_visible_edges,high,4,1,1,1.0,1.0,0.5217391304347826,47.05300094790755,36.25824716726983,0.9368902487729697,34025.0,0.9757391528777494,0.3541666666666667
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_visible_edges,low,4,1,1,1.0,1.0,0.21739130434782608,40.06330090454736,27.58144905255366,0.8037756490691901,31857.25,0.984038117007475,0.19791666666666669
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_visible_edges,medium,4,1,1,1.0,1.0,0.2608695652173913,45.75519948305103,34.4173890483319,0.9164962308067481,33069.0,0.9868691993195858,0.19270833333333334
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_visible_edges,severe,4,1,1,1.0,1.0,0.2608695652173913,29.39130107213846,24.63031891051974,0.7243110575872194,31416.25,0.9984189283671264,0.34375
m7_v1_development_m7c4_seed710400,M7C4,710400,command_conditioned_risk_roi,high,4,2,2,1.0,0.9,0.0,38.413017345579405,36.93497162167101,0.9522058627242295,33518.5,0.9612141894410828,0.020833333333333332
m7_v1_development_m7c4_seed710400,M7C4,710400,command_conditioned_risk_roi,low,4,2,2,1.0,0.9,0.0,33.962797236564406,32.79105129629786,0.9051993865595896,32204.25,0.994756594798295,0.020833333333333332
m7_v1_development_m7c4_seed710400,M7C4,710400,command_conditioned_risk_roi,medium,4,2,2,1.0,1.0,0.0,37.03129527554267,35.54556148818445,0.9391803458906853,32922.0,0.9824823181831747,0.020833333333333332
m7_v1_development_m7c4_seed710400,M7C4,710400,command_conditioned_risk_roi,severe,4,2,2,1.0,0.85,0.0,27.018035899684243,25.269266036134045,0.7693297776829714,31410.5,0.998236191444734,0.020833333333333332
m7_v1_development_m7c4_seed710400,M7C4,710400,state_only_risk_roi,high,4,2,2,1.0,0.9,0.0,38.413017345579405,36.93497162167101,0.9522058627242295,33508.0,0.9609130796363741,0.020833333333333332
m7_v1_development_m7c4_seed710400,M7C4,710400,state_only_risk_roi,low,4,2,2,1.0,0.9,0.0,33.962797236564406,32.79105129629786,0.9051993865595896,32193.75,0.9944322604559214,0.020833333333333332
